2025-11-26 11:06:43,890 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,929 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,930 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,931 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,932 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,933 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,934 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,935 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,936 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,938 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,939 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,940 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,941 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,942 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,943 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,944 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,945 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,946 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,947 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,948 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,950 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,951 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,952 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,953 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,954 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,955 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,956 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,957 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,958 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,959 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,960 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,962 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,963 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,964 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,965 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,966 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,967 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,968 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,969 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,970 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,971 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,972 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,974 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,975 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,976 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,977 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,978 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,979 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,980 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,981 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,982 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,983 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,984 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,986 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,987 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,988 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,989 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,990 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,991 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,992 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,993 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,994 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,995 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,996 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,997 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:43,999 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,000 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,001 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,002 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,003 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,004 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,005 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,006 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,007 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,009 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,010 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,011 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,012 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,013 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,014 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,015 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,016 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,017 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,018 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,019 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,020 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,022 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,023 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,024 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,025 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,026 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,027 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,028 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,029 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,030 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,031 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,033 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,034 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,035 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,036 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,037 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,038 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,039 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,040 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,041 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,042 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,043 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,044 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,046 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,047 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,048 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,049 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,050 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,051 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,052 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,053 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,054 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,055 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,056 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,058 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,059 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,060 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,061 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,062 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,063 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,064 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,065 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,066 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,067 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,068 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,069 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,071 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,072 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,073 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,074 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,075 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,076 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,077 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,078 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,079 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,080 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,081 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,083 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,084 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,085 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,086 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,087 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,088 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,089 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,090 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,091 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,093 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,094 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,095 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,096 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,097 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,098 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,099 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,100 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,101 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,102 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,103 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,105 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,106 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,107 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,108 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,109 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,110 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,111 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,112 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,113 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,114 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,115 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,117 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,118 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,119 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,120 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,121 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,122 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,123 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,124 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,125 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,126 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,127 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,128 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,129 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,131 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,132 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,133 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,134 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,135 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,136 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,137 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,138 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,139 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,140 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,142 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
2025-11-26 11:06:44,143 - linien_server.acquisition - DEBUG - Data requested: no_data_available=True, data_not_changed=False, pause_event=False
